trip_id,arrival_time,departure_time,stop_id,stop_sequence
A-2351,04:41:00,04:41:00,plzac,0
A-2351,04:43:00,04:43:00,poles,1
A-2351,04:46:00,04:46:00,milgr,2
A-1151,04:40:00,04:40:00,wsrod,0
A-1151,04:42:00,04:42:00,wocho,1
A-1151,04:45:00,04:45:00,wzach,2
A-1151,04:51:00,04:51:00,wreor,3
A-1151,04:54:00,04:54:00,walje,4
A-1151,04:56:00,04:56:00,wrako,5
A-1151,04:58:00,04:58:00,wsalo,6
A-1151,05:00:00,05:00:00,opacz,7
A-1151,05:03:00,05:03:00,micha,8
A-1151,05:05:00,05:05:00,regul,9
A-4003,05:22:00,05:22:00,komor,0
A-4003,05:24:00,05:24:00,nwwar,1
A-4003,05:26:00,05:26:00,kanie,2
A-4003,05:28:00,05:28:00,otreb,3
A-4003,05:30:00,05:30:00,plwsc,4
A-4003,05:33:00,05:33:00,plglo,5
A-4003,05:35:00,05:35:00,plzac,6
A-4003,05:37:00,05:37:00,kazim,7
A-4003,05:39:00,05:39:00,brzoz,8
A-4003,05:41:00,05:41:00,gmokr,9
A-4003,05:42:00,05:42:00,gmpia,10
A-4003,05:44:00,05:44:00,gmjor,11
A-4003,05:46:00,05:46:00,gmrad,12
A-1053,05:06:00,05:06:00,wsrod,0
A-1053,05:08:00,05:08:00,wocho,1
A-1053,05:11:00,05:11:00,wzach,2
A-1053,05:17:00,05:17:00,wreor,3
A-1053,05:20:00,05:20:00,walje,4
A-1053,05:22:00,05:22:00,wrako,5
A-1053,05:24:00,05:24:00,wsalo,6
A-1053,05:26:00,05:26:00,opacz,7
A-1053,05:29:00,05:29:00,micha,8
A-1053,05:31:00,05:31:00,regul,9
A-1053,05:33:00,05:33:00,malic,10
A-1053,05:36:00,05:36:00,twork,11
A-1053,05:38:00,05:38:00,prusz,12
A-1053,05:40:00,05:41:00,komor,13
A-1053,05:43:00,05:43:00,nwwar,14
A-1053,05:45:00,05:45:00,kanie,15
A-1053,05:47:00,05:47:00,otreb,16
A-1053,05:49:00,05:49:00,plwsc,17
A-1053,05:52:00,05:52:00,plglo,18
A-1053,05:54:00,05:54:00,plzac,19
A-1053,05:56:00,05:56:00,kazim,20
A-1053,05:58:00,05:58:00,brzoz,21
A-1053,06:00:00,06:00:00,gmokr,22
A-1053,06:01:00,06:01:00,gmpia,23
A-1053,06:03:00,06:03:00,gmjor,24
A-1053,06:05:00,06:05:00,gmrad,25
A-2051,05:57:00,05:57:00,komor,0
A-2051,05:59:00,05:59:00,nwwar,1
A-2051,06:01:00,06:01:00,kanie,2
A-2051,06:03:00,06:03:00,otreb,3
A-2051,06:05:00,06:05:00,plwsc,4
A-2051,06:08:00,06:08:00,plglo,5
A-2051,06:10:00,06:10:00,plzac,6
A-2051,06:12:00,06:12:00,poles,7
A-2051,06:15:00,06:15:00,milgr,8
A-1153,05:46:00,05:46:00,wsrod,0
A-1153,05:48:00,05:48:00,wocho,1
A-1153,05:51:00,05:51:00,wzach,2
A-1153,05:57:00,05:57:00,wreor,3
A-1153,06:00:00,06:00:00,walje,4
A-1153,06:02:00,06:02:00,wrako,5
A-1153,06:04:00,06:04:00,wsalo,6
A-1153,06:06:00,06:06:00,opacz,7
A-1153,06:09:00,06:09:00,micha,8
A-1153,06:11:00,06:11:00,regul,9
A-4005,06:22:00,06:22:00,komor,0
A-4005,06:24:00,06:24:00,nwwar,1
A-4005,06:26:00,06:26:00,kanie,2
A-4005,06:28:00,06:28:00,otreb,3
A-4005,06:30:00,06:30:00,plwsc,4
A-4005,06:33:00,06:33:00,plglo,5
A-4005,06:35:00,06:35:00,plzac,6
A-4005,06:37:00,06:37:00,kazim,7
A-4005,06:39:00,06:39:00,brzoz,8
A-4005,06:41:00,06:41:00,gmokr,9
A-4005,06:42:00,06:42:00,gmpia,10
A-4005,06:44:00,06:44:00,gmjor,11
A-4005,06:46:00,06:46:00,gmrad,12
A-5505,05:57:00,05:57:00,prusp,0
A-5505,06:11:00,06:11:00,komor,1
A-4007,06:42:00,06:42:00,komor,0
A-4007,06:44:00,06:44:00,nwwar,1
A-4007,06:46:00,06:46:00,kanie,2
A-4007,06:48:00,06:48:00,otreb,3
A-4007,06:50:00,06:50:00,plwsc,4
A-4007,06:53:00,06:53:00,plglo,5
A-4007,06:55:00,06:55:00,plzac,6
A-4007,06:57:00,06:57:00,kazim,7
A-4007,06:59:00,06:59:00,brzoz,8
A-4007,07:01:00,07:01:00,gmokr,9
A-4007,07:02:00,07:02:00,gmpia,10
A-4007,07:04:00,07:04:00,gmjor,11
A-4007,07:06:00,07:06:00,gmrad,12
A-5153,06:18:00,06:18:00,regul,0
A-5153,06:33:00,06:33:00,komor,1
A-1055,06:26:00,06:26:00,wsrod,0
A-1055,06:28:00,06:28:00,wocho,1
A-1055,06:31:00,06:31:00,wzach,2
A-1055,06:37:00,06:37:00,wreor,3
A-1055,06:40:00,06:40:00,walje,4
A-1055,06:42:00,06:42:00,wrako,5
A-1055,06:44:00,06:44:00,wsalo,6
A-1055,06:46:00,06:46:00,opacz,7
A-1055,06:49:00,06:49:00,micha,8
A-1055,06:51:00,06:51:00,regul,9
A-1055,06:53:00,06:53:00,malic,10
A-1055,06:56:00,06:56:00,twork,11
A-1055,06:58:00,06:58:00,prusz,12
A-1055,07:00:00,07:01:00,komor,13
A-1055,07:03:00,07:03:00,nwwar,14
A-1055,07:05:00,07:05:00,kanie,15
A-1055,07:07:00,07:07:00,otreb,16
A-1055,07:09:00,07:09:00,plwsc,17
A-1055,07:12:00,07:12:00,plglo,18
A-1055,07:14:00,07:14:00,plzac,19
A-1055,07:16:00,07:16:00,kazim,20
A-1055,07:18:00,07:18:00,brzoz,21
A-1055,07:20:00,07:20:00,gmokr,22
A-1055,07:21:00,07:21:00,gmpia,23
A-1055,07:23:00,07:23:00,gmjor,24
A-1055,07:25:00,07:25:00,gmrad,25
A-2053,07:17:00,07:17:00,komor,0
A-2053,07:19:00,07:19:00,nwwar,1
A-2053,07:21:00,07:21:00,kanie,2
A-2053,07:23:00,07:23:00,otreb,3
A-2053,07:25:00,07:25:00,plwsc,4
A-2053,07:28:00,07:28:00,plglo,5
A-2053,07:30:00,07:30:00,plzac,6
A-2053,07:32:00,07:32:00,poles,7
A-2053,07:35:00,07:35:00,milgr,8
A-1155,07:06:00,07:06:00,wsrod,0
A-1155,07:08:00,07:08:00,wocho,1
A-1155,07:11:00,07:11:00,wzach,2
A-1155,07:17:00,07:17:00,wreor,3
A-1155,07:20:00,07:20:00,walje,4
A-1155,07:22:00,07:22:00,wrako,5
A-1155,07:24:00,07:24:00,wsalo,6
A-1155,07:26:00,07:26:00,opacz,7
A-1155,07:29:00,07:29:00,micha,8
A-1155,07:31:00,07:31:00,regul,9
A-4009,07:42:00,07:42:00,komor,0
A-4009,07:44:00,07:44:00,nwwar,1
A-4009,07:46:00,07:46:00,kanie,2
A-4009,07:48:00,07:48:00,otreb,3
A-4009,07:50:00,07:50:00,plwsc,4
A-4009,07:53:00,07:53:00,plglo,5
A-4009,07:55:00,07:55:00,plzac,6
A-4009,07:57:00,07:57:00,kazim,7
A-4009,07:59:00,07:59:00,brzoz,8
A-4009,08:01:00,08:01:00,gmokr,9
A-4009,08:02:00,08:02:00,gmpia,10
A-4009,08:04:00,08:04:00,gmjor,11
A-4009,08:06:00,08:06:00,gmrad,12
A-5009,07:05:00,07:05:00,malic,0
A-5009,07:17:00,07:17:00,prusp,1
A-5009,07:31:00,07:31:00,komor,2
A-4011,08:02:00,08:02:00,komor,0
A-4011,08:04:00,08:04:00,nwwar,1
A-4011,08:06:00,08:06:00,kanie,2
A-4011,08:08:00,08:08:00,otreb,3
A-4011,08:10:00,08:10:00,plwsc,4
A-4011,08:13:00,08:13:00,plglo,5
A-4011,08:15:00,08:15:00,plzac,6
A-4011,08:17:00,08:17:00,kazim,7
A-4011,08:19:00,08:19:00,brzoz,8
A-4011,08:21:00,08:21:00,gmokr,9
A-4011,08:22:00,08:22:00,gmpia,10
A-4011,08:24:00,08:24:00,gmjor,11
A-4011,08:26:00,08:26:00,gmrad,12
A-5155,07:38:00,07:38:00,regul,0
A-5155,07:53:00,07:53:00,komor,1
A-1057,07:46:00,07:46:00,wsrod,0
A-1057,07:48:00,07:48:00,wocho,1
A-1057,07:51:00,07:51:00,wzach,2
A-1057,07:57:00,07:57:00,wreor,3
A-1057,08:00:00,08:00:00,walje,4
A-1057,08:02:00,08:02:00,wrako,5
A-1057,08:04:00,08:04:00,wsalo,6
A-1057,08:06:00,08:06:00,opacz,7
A-1057,08:09:00,08:09:00,micha,8
A-1057,08:11:00,08:11:00,regul,9
A-1057,08:13:00,08:13:00,malic,10
A-1057,08:16:00,08:16:00,twork,11
A-1057,08:18:00,08:18:00,prusz,12
A-1057,08:20:00,08:21:00,komor,13
A-1057,08:23:00,08:23:00,nwwar,14
A-1057,08:25:00,08:25:00,kanie,15
A-1057,08:27:00,08:27:00,otreb,16
A-1057,08:29:00,08:29:00,plwsc,17
A-1057,08:32:00,08:32:00,plglo,18
A-1057,08:34:00,08:34:00,plzac,19
A-1057,08:36:00,08:36:00,kazim,20
A-1057,08:38:00,08:38:00,brzoz,21
A-1057,08:40:00,08:40:00,gmokr,22
A-1057,08:41:00,08:41:00,gmpia,23
A-1057,08:43:00,08:43:00,gmjor,24
A-1057,08:45:00,08:45:00,gmrad,25
A-2055,08:37:00,08:37:00,komor,0
A-2055,08:39:00,08:39:00,nwwar,1
A-2055,08:41:00,08:41:00,kanie,2
A-2055,08:43:00,08:43:00,otreb,3
A-2055,08:45:00,08:45:00,plwsc,4
A-2055,08:48:00,08:48:00,plglo,5
A-2055,08:50:00,08:50:00,plzac,6
A-2055,08:52:00,08:52:00,poles,7
A-2055,08:55:00,08:55:00,milgr,8
A-1157,08:26:00,08:26:00,wsrod,0
A-1157,08:28:00,08:28:00,wocho,1
A-1157,08:31:00,08:31:00,wzach,2
A-1157,08:37:00,08:37:00,wreor,3
A-1157,08:40:00,08:40:00,walje,4
A-1157,08:42:00,08:42:00,wrako,5
A-1157,08:44:00,08:44:00,wsalo,6
A-1157,08:46:00,08:46:00,opacz,7
A-1157,08:49:00,08:49:00,micha,8
A-1157,08:51:00,08:51:00,regul,9
A-4013,09:02:00,09:02:00,komor,0
A-4013,09:04:00,09:04:00,nwwar,1
A-4013,09:06:00,09:06:00,kanie,2
A-4013,09:08:00,09:08:00,otreb,3
A-4013,09:10:00,09:10:00,plwsc,4
A-4013,09:13:00,09:13:00,plglo,5
A-4013,09:15:00,09:15:00,plzac,6
A-4013,09:17:00,09:17:00,kazim,7
A-4013,09:19:00,09:19:00,brzoz,8
A-4013,09:21:00,09:21:00,gmokr,9
A-4013,09:22:00,09:22:00,gmpia,10
A-4013,09:24:00,09:24:00,gmjor,11
A-4013,09:26:00,09:26:00,gmrad,12
A-5013,08:25:00,08:25:00,malic,0
A-5013,08:37:00,08:37:00,prusp,1
A-5013,08:51:00,08:51:00,komor,2
A-4015,09:22:00,09:22:00,komor,0
A-4015,09:24:00,09:24:00,nwwar,1
A-4015,09:26:00,09:26:00,kanie,2
A-4015,09:28:00,09:28:00,otreb,3
A-4015,09:30:00,09:30:00,plwsc,4
A-4015,09:33:00,09:33:00,plglo,5
A-4015,09:35:00,09:35:00,plzac,6
A-4015,09:37:00,09:37:00,kazim,7
A-4015,09:39:00,09:39:00,brzoz,8
A-4015,09:41:00,09:41:00,gmokr,9
A-4015,09:42:00,09:42:00,gmpia,10
A-4015,09:44:00,09:44:00,gmjor,11
A-4015,09:46:00,09:46:00,gmrad,12
A-5157,08:58:00,08:58:00,regul,0
A-5157,09:13:00,09:13:00,komor,1
A-1059,09:06:00,09:06:00,wsrod,0
A-1059,09:08:00,09:08:00,wocho,1
A-1059,09:11:00,09:11:00,wzach,2
A-1059,09:17:00,09:17:00,wreor,3
A-1059,09:20:00,09:20:00,walje,4
A-1059,09:22:00,09:22:00,wrako,5
A-1059,09:24:00,09:24:00,wsalo,6
A-1059,09:26:00,09:26:00,opacz,7
A-1059,09:29:00,09:29:00,micha,8
A-1059,09:31:00,09:31:00,regul,9
A-1059,09:33:00,09:33:00,malic,10
A-1059,09:36:00,09:36:00,twork,11
A-1059,09:38:00,09:38:00,prusz,12
A-1059,09:40:00,09:41:00,komor,13
A-1059,09:43:00,09:43:00,nwwar,14
A-1059,09:45:00,09:45:00,kanie,15
A-1059,09:47:00,09:47:00,otreb,16
A-1059,09:49:00,09:49:00,plwsc,17
A-1059,09:52:00,09:52:00,plglo,18
A-1059,09:54:00,09:54:00,plzac,19
A-1059,09:56:00,09:56:00,kazim,20
A-1059,09:58:00,09:58:00,brzoz,21
A-1059,10:00:00,10:00:00,gmokr,22
A-1059,10:01:00,10:01:00,gmpia,23
A-1059,10:03:00,10:03:00,gmjor,24
A-1059,10:05:00,10:05:00,gmrad,25
A-2057,09:57:00,09:57:00,komor,0
A-2057,09:59:00,09:59:00,nwwar,1
A-2057,10:01:00,10:01:00,kanie,2
A-2057,10:03:00,10:03:00,otreb,3
A-2057,10:05:00,10:05:00,plwsc,4
A-2057,10:08:00,10:08:00,plglo,5
A-2057,10:10:00,10:10:00,plzac,6
A-2057,10:12:00,10:12:00,poles,7
A-2057,10:15:00,10:15:00,milgr,8
A-1159,09:46:00,09:46:00,wsrod,0
A-1159,09:48:00,09:48:00,wocho,1
A-1159,09:51:00,09:51:00,wzach,2
A-1159,09:57:00,09:57:00,wreor,3
A-1159,10:00:00,10:00:00,walje,4
A-1159,10:02:00,10:02:00,wrako,5
A-1159,10:04:00,10:04:00,wsalo,6
A-1159,10:06:00,10:06:00,opacz,7
A-1159,10:09:00,10:09:00,micha,8
A-1159,10:11:00,10:11:00,regul,9
A-4017,10:22:00,10:22:00,komor,0
A-4017,10:24:00,10:24:00,nwwar,1
A-4017,10:26:00,10:26:00,kanie,2
A-4017,10:28:00,10:28:00,otreb,3
A-4017,10:30:00,10:30:00,plwsc,4
A-4017,10:33:00,10:33:00,plglo,5
A-4017,10:35:00,10:35:00,plzac,6
A-4017,10:37:00,10:37:00,kazim,7
A-4017,10:39:00,10:39:00,brzoz,8
A-4017,10:41:00,10:41:00,gmokr,9
A-4017,10:42:00,10:42:00,gmpia,10
A-4017,10:44:00,10:44:00,gmjor,11
A-4017,10:46:00,10:46:00,gmrad,12
A-5017,09:45:00,09:45:00,malic,0
A-5017,09:57:00,09:57:00,prusp,1
A-5017,10:11:00,10:11:00,komor,2
A-4019,10:42:00,10:42:00,komor,0
A-4019,10:44:00,10:44:00,nwwar,1
A-4019,10:46:00,10:46:00,kanie,2
A-4019,10:48:00,10:48:00,otreb,3
A-4019,10:50:00,10:50:00,plwsc,4
A-4019,10:53:00,10:53:00,plglo,5
A-4019,10:55:00,10:55:00,plzac,6
A-4019,10:57:00,10:57:00,kazim,7
A-4019,10:59:00,10:59:00,brzoz,8
A-4019,11:01:00,11:01:00,gmokr,9
A-4019,11:02:00,11:02:00,gmpia,10
A-4019,11:04:00,11:04:00,gmjor,11
A-4019,11:06:00,11:06:00,gmrad,12
A-5159,10:18:00,10:18:00,regul,0
A-5159,10:33:00,10:33:00,komor,1
A-1061,10:26:00,10:26:00,wsrod,0
A-1061,10:28:00,10:28:00,wocho,1
A-1061,10:31:00,10:31:00,wzach,2
A-1061,10:37:00,10:37:00,wreor,3
A-1061,10:40:00,10:40:00,walje,4
A-1061,10:42:00,10:42:00,wrako,5
A-1061,10:44:00,10:44:00,wsalo,6
A-1061,10:46:00,10:46:00,opacz,7
A-1061,10:49:00,10:49:00,micha,8
A-1061,10:51:00,10:51:00,regul,9
A-1061,10:53:00,10:53:00,malic,10
A-1061,10:56:00,10:56:00,twork,11
A-1061,10:58:00,10:58:00,prusz,12
A-1061,11:00:00,11:01:00,komor,13
A-1061,11:03:00,11:03:00,nwwar,14
A-1061,11:05:00,11:05:00,kanie,15
A-1061,11:07:00,11:07:00,otreb,16
A-1061,11:09:00,11:09:00,plwsc,17
A-1061,11:12:00,11:12:00,plglo,18
A-1061,11:14:00,11:14:00,plzac,19
A-1061,11:16:00,11:16:00,kazim,20
A-1061,11:18:00,11:18:00,brzoz,21
A-1061,11:20:00,11:20:00,gmokr,22
A-1061,11:21:00,11:21:00,gmpia,23
A-1061,11:23:00,11:23:00,gmjor,24
A-1061,11:25:00,11:25:00,gmrad,25
A-2059,11:17:00,11:17:00,komor,0
A-2059,11:19:00,11:19:00,nwwar,1
A-2059,11:21:00,11:21:00,kanie,2
A-2059,11:23:00,11:23:00,otreb,3
A-2059,11:25:00,11:25:00,plwsc,4
A-2059,11:28:00,11:28:00,plglo,5
A-2059,11:30:00,11:30:00,plzac,6
A-2059,11:32:00,11:32:00,poles,7
A-2059,11:35:00,11:35:00,milgr,8
A-1161,11:06:00,11:06:00,wsrod,0
A-1161,11:08:00,11:08:00,wocho,1
A-1161,11:11:00,11:11:00,wzach,2
A-1161,11:17:00,11:17:00,wreor,3
A-1161,11:20:00,11:20:00,walje,4
A-1161,11:22:00,11:22:00,wrako,5
A-1161,11:24:00,11:24:00,wsalo,6
A-1161,11:26:00,11:26:00,opacz,7
A-1161,11:29:00,11:29:00,micha,8
A-1161,11:31:00,11:31:00,regul,9
A-4021,11:42:00,11:42:00,komor,0
A-4021,11:44:00,11:44:00,nwwar,1
A-4021,11:46:00,11:46:00,kanie,2
A-4021,11:48:00,11:48:00,otreb,3
A-4021,11:50:00,11:50:00,plwsc,4
A-4021,11:53:00,11:53:00,plglo,5
A-4021,11:55:00,11:55:00,plzac,6
A-4021,11:57:00,11:57:00,kazim,7
A-4021,11:59:00,11:59:00,brzoz,8
A-4021,12:01:00,12:01:00,gmokr,9
A-4021,12:02:00,12:02:00,gmpia,10
A-4021,12:04:00,12:04:00,gmjor,11
A-4021,12:06:00,12:06:00,gmrad,12
A-5021,11:05:00,11:05:00,malic,0
A-5021,11:17:00,11:17:00,prusp,1
A-5021,11:31:00,11:31:00,komor,2
A-4023,12:02:00,12:02:00,komor,0
A-4023,12:04:00,12:04:00,nwwar,1
A-4023,12:06:00,12:06:00,kanie,2
A-4023,12:08:00,12:08:00,otreb,3
A-4023,12:10:00,12:10:00,plwsc,4
A-4023,12:13:00,12:13:00,plglo,5
A-4023,12:15:00,12:15:00,plzac,6
A-4023,12:17:00,12:17:00,kazim,7
A-4023,12:19:00,12:19:00,brzoz,8
A-4023,12:21:00,12:21:00,gmokr,9
A-4023,12:22:00,12:22:00,gmpia,10
A-4023,12:24:00,12:24:00,gmjor,11
A-4023,12:26:00,12:26:00,gmrad,12
A-5161,11:38:00,11:38:00,regul,0
A-5161,11:53:00,11:53:00,komor,1
A-1063,11:46:00,11:46:00,wsrod,0
A-1063,11:48:00,11:48:00,wocho,1
A-1063,11:51:00,11:51:00,wzach,2
A-1063,11:57:00,11:57:00,wreor,3
A-1063,12:00:00,12:00:00,walje,4
A-1063,12:02:00,12:02:00,wrako,5
A-1063,12:04:00,12:04:00,wsalo,6
A-1063,12:06:00,12:06:00,opacz,7
A-1063,12:09:00,12:09:00,micha,8
A-1063,12:11:00,12:11:00,regul,9
A-1063,12:13:00,12:13:00,malic,10
A-1063,12:16:00,12:16:00,twork,11
A-1063,12:18:00,12:18:00,prusz,12
A-1063,12:20:00,12:21:00,komor,13
A-1063,12:23:00,12:23:00,nwwar,14
A-1063,12:25:00,12:25:00,kanie,15
A-1063,12:27:00,12:27:00,otreb,16
A-1063,12:29:00,12:29:00,plwsc,17
A-1063,12:32:00,12:32:00,plglo,18
A-1063,12:34:00,12:34:00,plzac,19
A-1063,12:36:00,12:36:00,kazim,20
A-1063,12:38:00,12:38:00,brzoz,21
A-1063,12:40:00,12:40:00,gmokr,22
A-1063,12:41:00,12:41:00,gmpia,23
A-1063,12:43:00,12:43:00,gmjor,24
A-1063,12:45:00,12:45:00,gmrad,25
A-2061,12:37:00,12:37:00,komor,0
A-2061,12:39:00,12:39:00,nwwar,1
A-2061,12:41:00,12:41:00,kanie,2
A-2061,12:43:00,12:43:00,otreb,3
A-2061,12:45:00,12:45:00,plwsc,4
A-2061,12:48:00,12:48:00,plglo,5
A-2061,12:50:00,12:50:00,plzac,6
A-2061,12:52:00,12:52:00,poles,7
A-2061,12:55:00,12:55:00,milgr,8
A-1163,12:26:00,12:26:00,wsrod,0
A-1163,12:28:00,12:28:00,wocho,1
A-1163,12:31:00,12:31:00,wzach,2
A-1163,12:37:00,12:37:00,wreor,3
A-1163,12:40:00,12:40:00,walje,4
A-1163,12:42:00,12:42:00,wrako,5
A-1163,12:44:00,12:44:00,wsalo,6
A-1163,12:46:00,12:46:00,opacz,7
A-1163,12:49:00,12:49:00,micha,8
A-1163,12:51:00,12:51:00,regul,9
A-4025,13:02:00,13:02:00,komor,0
A-4025,13:04:00,13:04:00,nwwar,1
A-4025,13:06:00,13:06:00,kanie,2
A-4025,13:08:00,13:08:00,otreb,3
A-4025,13:10:00,13:10:00,plwsc,4
A-4025,13:13:00,13:13:00,plglo,5
A-4025,13:15:00,13:15:00,plzac,6
A-4025,13:17:00,13:17:00,kazim,7
A-4025,13:19:00,13:19:00,brzoz,8
A-4025,13:21:00,13:21:00,gmokr,9
A-4025,13:22:00,13:22:00,gmpia,10
A-4025,13:24:00,13:24:00,gmjor,11
A-4025,13:26:00,13:26:00,gmrad,12
A-5025,12:25:00,12:25:00,malic,0
A-5025,12:37:00,12:37:00,prusp,1
A-5025,12:51:00,12:51:00,komor,2
A-4027,13:22:00,13:22:00,komor,0
A-4027,13:24:00,13:24:00,nwwar,1
A-4027,13:26:00,13:26:00,kanie,2
A-4027,13:28:00,13:28:00,otreb,3
A-4027,13:30:00,13:30:00,plwsc,4
A-4027,13:33:00,13:33:00,plglo,5
A-4027,13:35:00,13:35:00,plzac,6
A-4027,13:37:00,13:37:00,kazim,7
A-4027,13:39:00,13:39:00,brzoz,8
A-4027,13:41:00,13:41:00,gmokr,9
A-4027,13:42:00,13:42:00,gmpia,10
A-4027,13:44:00,13:44:00,gmjor,11
A-4027,13:46:00,13:46:00,gmrad,12
A-5163,12:58:00,12:58:00,regul,0
A-5163,13:13:00,13:13:00,komor,1
A-1065,13:06:00,13:06:00,wsrod,0
A-1065,13:08:00,13:08:00,wocho,1
A-1065,13:11:00,13:11:00,wzach,2
A-1065,13:17:00,13:17:00,wreor,3
A-1065,13:20:00,13:20:00,walje,4
A-1065,13:22:00,13:22:00,wrako,5
A-1065,13:24:00,13:24:00,wsalo,6
A-1065,13:26:00,13:26:00,opacz,7
A-1065,13:29:00,13:29:00,micha,8
A-1065,13:31:00,13:31:00,regul,9
A-1065,13:33:00,13:33:00,malic,10
A-1065,13:36:00,13:36:00,twork,11
A-1065,13:38:00,13:38:00,prusz,12
A-1065,13:40:00,13:41:00,komor,13
A-1065,13:43:00,13:43:00,nwwar,14
